;full_text;created_at;retweet_count;favorite_count
431;What happens when well-known chef and meat lover @chefcapon enters the @NYCWFF #BURGERBASH with Beyond Meat? Watch this 6-time champion Go Beyond and SHOCK THE WORLD! https://t.co/l29k2IHsid;Wed Oct 23 19:26:18 +0000 2019;17;73
430;@MichaelDelTufo @AChudwin @DelTaco Same.;Thu Oct 24 20:21:14 +0000 2019;0;2
429;Nationwide Nov. 6th 🥳 https://t.co/sHzOJ8l011;Fri Oct 25 19:49:18 +0000 2019;14;237
428;@pmgarbarino @HonestSeth Trueeee 🙌;Fri Oct 25 19:50:00 +0000 2019;0;2
427;@mskellymarie Love this!;Fri Oct 25 19:50:34 +0000 2019;0;1
426;"The only thing we want sliding into our DMs this weekend.... #BeyondBeef Garlic Sliders.  

Full recipe here ➡️ https://t.co/JrqLrJgQFZ https://t.co/wYKROIa0t5";Fri Oct 25 19:58:52 +0000 2019;30;199
425;@UnoChicagoGrill We're beyond excited!;Fri Oct 25 22:39:38 +0000 2019;0;4
424;"Oprah eats Beyond Meat! #Goals

https://t.co/yWKsThdlf6";Sat Oct 26 00:25:13 +0000 2019;26;196
423;@MercyForAnimals @dunkindonuts November 6th - we're so excited!;Mon Oct 28 16:31:59 +0000 2019;1;22
422;@youreyeahh This makes us happy😀 Thanks for all of your support, Julie!;Mon Oct 28 17:08:18 +0000 2019;0;1
421;"Raleigh &amp; Kansas City... Try the NEW Original Beyond Thickburger® &amp; Breakfast Sausage™ Biscuit from @Hardees  for FREE TODAY (10.28)! 

Learn more here: https://t.co/mQ8T40rFIt https://t.co/jzZqNMcrED";Mon Oct 28 18:15:42 +0000 2019;8;89
420;@GoodVybzDEL 🙌;Mon Oct 28 20:42:25 +0000 2019;0;0
419;@_thestrategist @GoodVybzDEL Good news, our products are available throughout the U.S. and globally! You can find retail stores and restaurants that carry our products near you here: https://t.co/26DDgDoPWe;Mon Oct 28 20:44:58 +0000 2019;0;0
418;@BonVegetit @hmgivingsoul @SashaEats @misszoeyhughes @jillianne_gray @suziday123 @RedWineCats @TheSavvyChef1 @magee333 @ja2cook 😍;Tue Oct 29 21:39:25 +0000 2019;0;2
417;"Family dining just got better! The Beyond Burger is now available at all @DennysDiner restaurants in Los Angeles 🥳

https://t.co/I1JPJJnjmX";Tue Oct 29 22:22:53 +0000 2019;42;269
416;@wcbcalifornia @ReggieBush 😋;Wed Oct 30 01:21:18 +0000 2019;0;1
415;No tricks, just treats! Los Angeles, Orange County, Riverside, San Bernardino, and Ventura, enjoy a FREE Beyond Famous Star or Beyond BBQ Cheeseburger at @CarlsJr with the purchase of a large drink today! https://t.co/0yeiXYClHH;Thu Oct 31 21:30:21 +0000 2019;14;74
414;Los Angeles, there's nothing scary about this deal! Treat yourself to a FREE Beyond Burger at @DennysDiner with the purchase of any beverage today from 4-7 pm! https://t.co/RUT6s48rE7;Thu Oct 31 21:45:17 +0000 2019;1;36
413;We're all about this year's Halloween trend 👏👏 #GoBeyond https://t.co/jgxE6CCdK1;Thu Oct 31 22:00:53 +0000 2019;17;135
412;@TerranceJDemons Yes it does 🙌;Fri Nov 01 20:47:07 +0000 2019;0;2
411;Looks good, tastes even better. This weekend at @ComplexCon we're bringing one-of-a-kind collaborations with @K_obrand, @munchiesdiner, and @LovehourLosAngeles to attendees and fans....if you're in the area, come check us out on the FWF Lagoon. https://t.co/KwWpQRBg9P;Sat Nov 02 00:59:58 +0000 2019;12;86
410;Day ✌️ @ComplexCon. Come on over to @firstwefeast Lagoon and #GoBeyond at Pop-A-Shot for a chance to win Lakers tickets 🔥 https://t.co/Hi2yGGZ4r6;Sun Nov 03 18:48:46 +0000 2019;3;30
409;"Surprised @ComplexCon superfans with @dunkindonuts’s Beyond Sausage Sandwich yesterday. Officially West Coast approved ✔️

Available nationwide THIS WEEK 🔥 November 6th. https://t.co/qjZP0c7ALn";Sun Nov 03 20:54:21 +0000 2019;82;342
408;How we celebrate #nationalsandwichday @ComplexCon 👏 cc: @Munchiesoc https://t.co/WoMxBhtdkP;Sun Nov 03 22:48:41 +0000 2019;18;150
407;@bicyclegoddess @esthers_kitchen @EstherThePig 😂;Mon Nov 04 18:30:54 +0000 2019;0;3
406;IS IT WEDNESDAY YET? https://t.co/ITLBMnVpYH;Mon Nov 04 18:38:15 +0000 2019;79;494
405;@freshii We can't wait!;Mon Nov 04 19:52:13 +0000 2019;1;2
404;@CarlsJr #facts;Mon Nov 04 22:24:18 +0000 2019;0;4
403;"Monday reset. 
📸: Rachel Nordhus https://t.co/nVvmbX7Gug";Tue Nov 05 01:20:04 +0000 2019;8;131
402;"Cold weather, warm chili! New Beyond Chilii is now available at @Freshii! 
Find a location near you here ➡️ https://t.co/26DDgDoPWe https://t.co/KBzSD79Fjm";Tue Nov 05 16:00:43 +0000 2019;20;97
401;@freshii Tasting it believing 🤤;Tue Nov 05 16:27:13 +0000 2019;0;1
400;America: You asked, we listened. @dunkindonuts Beyond Sausage Sandwich droppin' TOMORROW. #DNKNxBYND https://t.co/yn8MziIFQQ;Wed Nov 06 00:01:53 +0000 2019;85;570
399;@Rick_Palumbo @dunkindonuts NATIONWIDE 👊;Wed Nov 06 00:28:46 +0000 2019;0;20
398;.@dunkindonuts we've never been more ready 🙌 https://t.co/jwzy7Cgexz;Wed Nov 06 13:28:27 +0000 2019;49;417
397;@dunkindonuts We’re always down for a @dunkindonuts run 😉;Wed Nov 06 13:34:53 +0000 2019;1;3
396;"""You want that plant-based great taste?"" - @SnoopDogg 

The Beyond Sausage Sandwich is officially nationwide 🙌  @dunkindonuts https://t.co/Ux18LpLJBK";Wed Nov 06 14:44:01 +0000 2019;477;1875
395;@Seor034 @SnoopDogg @dunkindonuts Same!;Wed Nov 06 16:26:24 +0000 2019;0;3
394;@Linnabanksy @SnoopDogg @dunkindonuts Preach 🙌;Wed Nov 06 16:26:57 +0000 2019;0;6
393;@1votm @dunkindonuts What a time to be alive 🥳;Wed Nov 06 16:28:39 +0000 2019;1;1
392;@Corrayyy @dunkindonuts So happy you love it!;Wed Nov 06 16:30:58 +0000 2019;0;1
391;@freshii This is all we need to warm us up!;Wed Nov 06 16:48:15 +0000 2019;0;3
390;@thekennedib @dunkindonuts 😘;Wed Nov 06 19:13:39 +0000 2019;0;2
389;@TheRealAHall @DelTaco Sounds like a victory to us!;Wed Nov 06 19:15:50 +0000 2019;0;0
388;@IainLuther @SnoopDogg @dunkindonuts Can't wait for you to try it!;Wed Nov 06 19:17:27 +0000 2019;1;12
387;@Chuckwick_Illz @dunkindonuts We saw this, we smiled.;Wed Nov 06 19:32:06 +0000 2019;0;2
386;"@LabourStu @AudreyAurus1 @sevemac67 We're flattered ☺️ 
Learn all about our products and where to enjoy them here: https://t.co/BdeXQ681pc";Wed Nov 06 21:37:07 +0000 2019;0;1
385;@LabourStu @AudreyAurus1 @sevemac67 #beyondSausage is officially available at @Tesco in the UK! It is also being served at @Neatburger and Halo Burger 😋;Wed Nov 06 21:49:03 +0000 2019;0;2
384;⬇️ https://t.co/VTUUZlpYVm;Wed Nov 06 21:57:18 +0000 2019;9;138
383;@Christian3886 Hey Christian, feel free to reach out to ethanandteam@beyondmeat.com Thanks!;Wed Nov 06 22:12:50 +0000 2019;0;1
382;@xangriffin We've got a recipe we think you'd like😏 https://t.co/ycPPxUiYBr;Wed Nov 06 23:17:40 +0000 2019;0;0
381;@bambie_99 @peta @dunkindonuts All Dunkin' restaurants in the US!;Thu Nov 07 00:33:10 +0000 2019;0;2
380;@trashtide https://t.co/OttVQLNQum;Thu Nov 07 22:19:09 +0000 2019;0;0
379;@worldofvegan @UnoChicagoGrill Same 🤤;Thu Nov 07 22:19:36 +0000 2019;0;2
378;@rileydownsphoto @dunkindonuts https://t.co/suOZlhrB3K;Thu Nov 07 22:20:54 +0000 2019;0;2
377;@CarenBeth @dunkindonuts https://t.co/fsq70otWGi;Thu Nov 07 22:22:06 +0000 2019;0;1
376;@samtotp @dunkindonuts https://t.co/zQyLmfgHYm;Thu Nov 07 22:24:00 +0000 2019;0;1
375;"....and we're not done celebrating! @dunkindonuts is offering FREE samples of the Beyond Sausage Sandwich tomorrow &amp; Saturday from 8 am - 10 am. Go get that plant-based great taste 😏
*Price and participation may vary. Limited time offer. Samples are bite-sized. 📸@Bostonfoodgram https://t.co/617ayxbmQE";Fri Nov 08 01:38:56 +0000 2019;76;315
374;@NWRAT Glad you enjoy #BeyondBeef! Check out our friends at @Eat_Pastry for some of our favorite plant-based chocolate chip cookies 😋;Fri Nov 08 23:13:30 +0000 2019;0;0
373;@plantainpapi94 @dunkindonuts Keep him!;Fri Nov 08 23:54:10 +0000 2019;0;1
372;@TattooedDaughtr @vSmith1997 Hey Victor, we're here to help! Check out the link below to learn how we create plant-based meat that looks, cooks, and satisfies just like traditional meat. You can also explore delicious recipes and our locator to find retailers and restaurants near you! https://t.co/BwooIfeWQc;Mon Nov 11 18:33:26 +0000 2019;0;2
371;@_AlohaMrHand Let us know what you think!;Mon Nov 11 18:33:40 +0000 2019;0;1
370;"There’s always something to be thankful for... like these easy-to-make #BeyondBeef Stuffed Mushrooms! Perfect for Friendsgiving 🙌

Full recipe here ➡️ https://t.co/bOqEpBC9ZM https://t.co/JNAavJaPW0";Wed Nov 13 00:48:19 +0000 2019;18;149
369;@DouglasGHunt As of now, the #BeyondBurger is available in Canada! We look forward to making our products more accessible globally as we continue to expand. Stay tuned for future updates by signing up for our newsletter here: https://t.co/O2H2eu3BMX;Wed Nov 13 01:06:16 +0000 2019;0;2
368;@vtae44 Good news! We are available at restaurants and retailers across the US and we continue to expand internationally. Check out our locator to find one near you: https://t.co/26DDgDoPWe;Wed Nov 13 21:39:58 +0000 2019;0;0
367;@kristinambusch @dunkindonuts https://t.co/bAgbdwvGdY;Wed Nov 13 21:45:09 +0000 2019;1;1
366;"Today is #WorldKindnessDay so here is a simple reminder to be kind to the earth  🌎💚

Check out the full peer reviewed Life Cycle Analysis (LCA) we lead with the University of Michigan here ➡️ https://t.co/0yM3aHSPwV https://t.co/Mf8SH8FQbI";Thu Nov 14 02:33:05 +0000 2019;60;238
365;@UnoChicagoGrill @daiyafoods The love is mutual!;Thu Nov 14 19:22:13 +0000 2019;0;2
364;@_meghapai @freshii and you are Queen!;Thu Nov 14 19:22:40 +0000 2019;1;2
363;@peta @IngridNewkirk @dunkindonuts This is what it's all about!;Thu Nov 14 21:36:35 +0000 2019;0;10
362;I ate the Dunkin’ Beyond Sausage and their real one - and couldn’t tell the difference  https://t.co/h4qtCIsEbF;Fri Nov 15 17:28:33 +0000 2019;15;158
361;"New Recipe Reminder 🔥 These #BeyondBeef Stuffed Mushrooms will give you the satisfying, meaty taste your Friendsgiving recipes deserve.

 Full recipe ➡️ https://t.co/ZoWhDd3fAH https://t.co/gVgAsJrGCS";Sat Nov 16 00:07:40 +0000 2019;28;173
360;Mood when @SnoopDogg comes by Beyond Meat HQ for a visit. https://t.co/dNP9qMuIVz;Tue Nov 19 00:59:27 +0000 2019;102;814
359;@carloseats Looks delicious!;Tue Nov 19 18:41:32 +0000 2019;0;0
358;@KevinShockey @TheSportsMrs It's BEYOND possible, Kev😜 You'll just have to taste it to believe it!;Tue Nov 19 19:05:31 +0000 2019;1;1
357;"Finally, the freedom to transform all of your favorite #Thanksgiving recipes with flavorful plant-based sausage &amp; ground-beef. 

Comment which #BeyondMeat recipe you’ll be bringing to the table.  

All recipes➡️ https://t.co/CyLCB2VXQn https://t.co/tko5bLQSrq";Wed Nov 20 00:15:17 +0000 2019;31;156
356;@Laura_GlobalEd They taste even better 😏;Wed Nov 20 00:24:27 +0000 2019;0;1
355;"@ttayl0r @andrewcurryla But the 1st two letters of your first &amp; last name spell TACO... seems like every night should be a #BeyondBeef taco night!";Wed Nov 20 18:50:31 +0000 2019;0;2
354;Who else has watched this perspective-shifting movie? 💪💪@gcmovie https://t.co/sVPtzFnfdJ via @CEHudspeth;Wed Nov 20 19:35:07 +0000 2019;31;154
353;@helloifailed @HeartAttackMane Hi Gina, to make the Beyond Sausage Sandwich vegan-friendly simply order it without cheese or egg. Can't wait for you to try it! https://t.co/fYPJdpX6sX;Thu Nov 21 17:40:44 +0000 2019;0;2
352;@gveltaine @Retrogamebrews So happy to hear about your experience, can't wait for you to enjoy even more!;Thu Nov 21 17:48:41 +0000 2019;0;0
351;"Check out #BeyondAmbassador &amp; Champion Ski Racer @lindseyvonn's new memoir, Rise! https://t.co/6RLEQ7r4qx";Fri Nov 22 18:40:43 +0000 2019;5;41
350;😘 https://t.co/2j9TvK8AbM;Fri Nov 22 20:46:15 +0000 2019;12;134
349;"Ready to Feast. 

Beyond Sausage Stuffing Recipe ➡️ https://t.co/FTvqnWcX22 https://t.co/vi4MQm7ysZ";Sat Nov 23 16:04:13 +0000 2019;48;240
348;"Beyond Thanksgiving inspo never stops!  

Check out Beyond Ambassador, @tia_blanco's, #BeyondBeef Stuffing step by step tutorial here: https://t.co/UW3L3iWCDS https://t.co/7pQ0kj0reg";Tue Nov 26 01:02:56 +0000 2019;12;98
347;@darynmackenzie @victoriasnooks It's true! Check them out here: https://t.co/A7Hy30pGLg;Tue Nov 26 19:25:19 +0000 2019;0;2
346;@ManVsClock Hmm, not sure! This isn't a method we've tried quite yet.;Tue Nov 26 19:39:26 +0000 2019;0;1
345;@THEavelardata All because of our awesome support system!;Tue Nov 26 19:40:02 +0000 2019;0;1
344;Who else remembers their first bite of #BeyondSausage?! https://t.co/OF5NUAqTxv;Tue Nov 26 20:33:27 +0000 2019;7;110
343;Grateful. #GoBeyond https://t.co/4uKypEfWH4;Wed Nov 27 19:30:02 +0000 2019;37;159
342;What are you grateful for?;Wed Nov 27 20:06:46 +0000 2019;14;226
341;🙌 https://t.co/RR3JrSFllR;Mon Dec 02 04:24:49 +0000 2019;8;141
340;@ohhayjenn No you da besttt;Mon Dec 02 04:26:51 +0000 2019;0;1
339;@Marsucats We're so happy we can bring meat back to your table! Thanks for sharing!;Mon Dec 02 17:39:46 +0000 2019;0;3
338;@BriannaWu @CP3 This is so great!!;Mon Dec 02 17:42:01 +0000 2019;1;15
337;@mrlawsonpants @dunkindonuts The perfect breakfast sandwich doesn't exi...;Mon Dec 02 17:44:56 +0000 2019;0;4
336;UNC Tar Heels are #winning https://t.co/El3F7lcaNv;Mon Dec 02 19:55:56 +0000 2019;14;70
335;@Dlucianoo Hey Cardi, check out our locator to find restaurants and retailers near you! https://t.co/26DDgDoPWe;Mon Dec 02 22:42:22 +0000 2019;0;0
334;The perfect breakfast sandwich doesn't exi... https://t.co/dpZ70n2KqX;Mon Dec 02 23:19:47 +0000 2019;2;96
333;"Our favorite place to hide 😏

#ElfOnTheShelf 📸: @esthers_kitchen https://t.co/SByvAf5ZRs";Tue Dec 03 01:21:23 +0000 2019;12;166
332;@yoiwillieh Hey Trevor! We do not sell our hats but sometimes do giveaways on social media for them.  Follow us across all platforms to stay tuned for our next giveaway 😏;Tue Dec 03 01:25:55 +0000 2019;0;0
331;"Up close &amp; personal.

Full Beyond Beef #TacoTuesday recipe here ➡️ https://t.co/0rxJ9s8O1t https://t.co/XsyymgQeCw";Wed Dec 04 00:30:21 +0000 2019;15;69
330;"Congratulations to our CEO &amp; Founder Ethan Brown for being included in @BW’s 2019 #Bloomberg50 list! #GoBeyond https://t.co/Eum5ScJmTp";Wed Dec 04 21:46:01 +0000 2019;9;84
329;"@ChrisDos @sheetz We've got good news! You can enjoy the #BeyondBurger at Steak N Shake &amp; @BuffaloGrill or check out our locator to find even more options in Paris! https://t.co/26DDgDoPWe";Wed Dec 04 22:08:22 +0000 2019;0;1
328;No, but we're here for it 🙌 https://t.co/sVPjOvVwZo;Thu Dec 05 00:57:00 +0000 2019;20;210
327;"PSA: Beyond Meat has landed at select Costco stores nationwide. Grab the shopping cart, it’s time to bulk buy Beyond Burgers! 

Learn more here ➡️ https://t.co/KzWaz0q7W0
 #GoBeyond https://t.co/ICMDjtWcxg";Thu Dec 05 20:07:34 +0000 2019;74;456
326;@queenkimeow Race you there!;Thu Dec 05 20:17:59 +0000 2019;0;1
325;@sirkensingtons Thanks!;Thu Dec 05 22:39:49 +0000 2019;0;2
324;"'tis the szn 🎁
We're picking 5 lucky WINNERS to receive a Beyond Meat hat &amp; coupons. Some will even win a custom-designed hat by @k_obrand.  
To Enter: 
https://t.co/wMfvy2DSyv this video. 
2. Comment and tag 2 friends. 
3. Tell us something good... anything! 
*US only. End 12/9 https://t.co/7kklOgpfBI";Sat Dec 07 00:00:32 +0000 2019;21;192
323;@kevinlong22492 So glad you enjoyed!;Mon Dec 09 18:13:53 +0000 2019;0;0
322;@Kmartcafeteria Lets gooo!;Mon Dec 09 18:17:59 +0000 2019;0;1
321;@peta 🥳🌱❤️;Mon Dec 09 18:59:38 +0000 2019;1;13
320;Thank you for the love!! https://t.co/zZmk14OIFe;Mon Dec 09 19:49:33 +0000 2019;19;178
319;@theproteinbar Yum!;Mon Dec 09 19:54:50 +0000 2019;0;2
318;@RedheadsLife @k_obrand @modii101 @PinkyandBeard Congratulations, Heather🥳 You are one of our five lucky Holiday Hat winners!! Please check your DMs for next steps.;Mon Dec 09 20:57:16 +0000 2019;0;2
317;@flippnflops @k_obrand @k_m_y_l @ctabrizi_ Congratulations, Phillip🥳 You are one of our five lucky Holiday Hat winners!! Please check your DMs for next steps.;Mon Dec 09 20:59:27 +0000 2019;0;2
316;@nichicasmith @k_obrand @JurneSmith_ @Persistent21767 Congratulations, Nichica🥳 You are one of our five lucky Holiday Hat winners!! Please check your DMs for next steps.;Mon Dec 09 21:04:05 +0000 2019;0;2
315;@Haddonfield13 @k_obrand @SeattleEine @aronS1990 Congratulations, you are one of our five lucky Holiday Hat winners!! Please check your DMs for next steps.;Mon Dec 09 21:06:30 +0000 2019;1;4
314;@fishandchaps @k_obrand @teletessie @littlehotvegan Congratulations, Chapin🥳 You are one of our five lucky Holiday Hat winners!! Please check your DMs for next steps.;Mon Dec 09 21:07:27 +0000 2019;1;10
313;"Disruptor of the Year: Beyond Meat 
""It can be said that 2019 was the year plant-based meat truly went mainstream."" #GoBeyond https://t.co/YRhR9PqYDD via @FoodDive";Tue Dec 10 00:57:50 +0000 2019;34;214
312;The #BeyondBurger is now available at nearly 600 @sheetz  locations accross the US! https://t.co/ugftnCsIb2;Tue Dec 10 01:29:32 +0000 2019;18;142
311;There's no turning back. https://t.co/nnxiNHOa6g;Tue Dec 10 18:03:07 +0000 2019;7;91
310;Are we doing this right? #cattelanbanana https://t.co/y7k2fAJCSY;Wed Dec 11 00:57:24 +0000 2019;42;477
309;@TommyStoners We're slightly bias but highly recommend Beyond Meat😏 Learn all about our 100% plant-based proteins here: https://t.co/BdeXQ681pc;Wed Dec 11 18:14:44 +0000 2019;0;2
308;@butterflyparpar @DelTaco @GraceandFrankie #goals;Wed Dec 11 23:00:09 +0000 2019;0;2
307;@LeilaniMunter @Tesla Talk about a win!;Wed Dec 11 23:00:46 +0000 2019;0;5
306;@SalomeEsther1 Glad you liked it😏;Wed Dec 11 23:01:14 +0000 2019;0;0
305;"Canada 🇨🇦 we’re beefing up your meat case!
Beyond Beef is NOW available at Canadian grocery stores nationwide! Simple Ingredients. Serious sizzle. Ready for any recipe.
➡️ https://t.co/gXYSOMwbQ6 https://t.co/tDpUv0VbW8";Thu Dec 12 00:00:53 +0000 2019;47;250
304;"Going to tell my kids this is what breakfast of champions looks like... because it is. 
📸: @ANightOwlBlog https://t.co/4HVzYXYQpt";Thu Dec 12 15:00:45 +0000 2019;9;157
303;@DominicDAndrea Great question! In an effort to be able to keep up with consumer demand, we've decided to discontinue Beyond Chicken Strips to enable us to produce more popular Beyond Meat products. We're sorry to share this news but we hope you'll give some of our other products a try!;Thu Dec 12 21:31:31 +0000 2019;0;10
